year,value,item_text,demographics_text,characteristics_text,total_expend,cpi_index
2002,22999,All other expenditures,Quintiles of income before taxes,Second 20 percent income quintile,27140,180.5
2002,31810,All other expenditures,Quintiles of income before taxes,Third 20 percent income quintile,36881,180.5
2003,25480,All other expenditures,Age of reference person,Reference person age 65 or over,29376,184.675
2003,21807,All other expenditures,Age of reference person,Reference person age 75 or over,25016,184.675
2003,35207,All other expenditures,Age of reference person,Reference person from age 25 to 34,40525,184.675
2003,40903,All other expenditures,Age of reference person,Reference person from age 35 to 44,47175,184.675
2003,43720,All other expenditures,Age of reference person,Reference person from age 45 to 54,50101,184.675
2003,38661,All other expenditures,Age of reference person,Reference person from age 55 to 64,44191,184.675
2003,29085,All other expenditures,Age of reference person,Reference person from age 65 to 74,33629,184.675
2003,18994,All other expenditures,Age of reference person,Reference person under age 25,22396,184.675
2003,43924,All other expenditures,Quintiles of income before taxes,Fourth 20 percent income quintile,50468,184.675
2003,72693,All other expenditures,Quintiles of income before taxes,Highest 20 percent income quintile,81731,184.675
2003,15314,All other expenditures,Quintiles of income before taxes,Lowest 20 percent income quintile,18492,184.675
2003,22627,All other expenditures,Quintiles of income before taxes,Second 20 percent income quintile,26729,184.675
2003,31116,All other expenditures,Quintiles of income before taxes,Third 20 percent income quintile,36213,184.675
2004,26898,All other expenditures,Age of reference person,Reference person age 65 or over,31104,189.375
2004,22245,All other expenditures,Age of reference person,Reference person age 75 or over,25763,189.375
2004,36996,All other expenditures,Age of reference person,Reference person from age 25 to 34,42701,189.375
2004,43650,All other expenditures,Age of reference person,Reference person from age 35 to 44,50402,189.375
2004,45726,All other expenditures,Age of reference person,Reference person from age 45 to 54,52764,189.375
2004,41401,All other expenditures,Age of reference person,Reference person from age 55 to 64,47299,189.375
2004,31641,All other expenditures,Age of reference person,Reference person from age 65 to 74,36512,189.375
2004,20820,All other expenditures,Age of reference person,Reference person under age 25,24535,189.375
2004,44212,All other expenditures,Quintiles of income before taxes,Fourth 20 percent income quintile,50974,189.375
2004,74057,All other expenditures,Quintiles of income before taxes,Highest 20 percent income quintile,83710,189.375
2004,14870,All other expenditures,Quintiles of income before taxes,Lowest 20 percent income quintile,17837,189.375
2004,23271,All other expenditures,Quintiles of income before taxes,Second 20 percent income quintile,27410,189.375
2004,31602,All other expenditures,Quintiles of income before taxes,Third 20 percent income quintile,36980,189.375
2005,28703,All other expenditures,Age of reference person,Reference person age 65 or over,32866,196.05
2005,23630,All other expenditures,Age of reference person,Reference person age 75 or over,27018,196.05
2005,39429,All other expenditures,Age of reference person,Reference person from age 25 to 34,45068,196.05
2005,47831,All other expenditures,Age of reference person,Reference person from age 35 to 44,55190,196.05
2005,48874,All other expenditures,Age of reference person,Reference person from age 45 to 54,55854,196.05
2005,43390,All other expenditures,Age of reference person,Reference person from age 55 to 64,49592,196.05
2005,33673,All other expenditures,Age of reference person,Reference person from age 65 to 74,38573,196.05
2005,23844,All other expenditures,Age of reference person,Reference person under age 25,27776,196.05
2005,47160,All other expenditures,Quintiles of income before taxes,Fourth 20 percent income quintile,54354,196.05
2005,80418,All other expenditures,Quintiles of income before taxes,Highest 20 percent income quintile,90469,196.05
2005,16073,All other expenditures,Quintiles of income before taxes,Lowest 20 percent income quintile,19120,196.05
2005,24856,All other expenditures,Quintiles of income before taxes,Second 20 percent income quintile,28921,196.05
2005,33804,All other expenditures,Quintiles of income before taxes,Third 20 percent income quintile,39098,196.05
2006,30740,All other expenditures,Age of reference person,Reference person age 65 or over,35058,202.65
2006,25467,All other expenditures,Age of reference person,Reference person age 75 or over,28904,202.65
2006,41478,All other expenditures,Age of reference person,Reference person from age 25 to 34,47582,202.65
2006,50145,All other expenditures,Age of reference person,Reference person from age 35 to 44,57476,202.65
2006,50235,All other expenditures,Age of reference person,Reference person from age 45 to 54,57563,202.65
2006,44658,All other expenditures,Age of reference person,Reference person from age 55 to 64,50789,202.65
2006,35788,All other expenditures,Age of reference person,Reference person from age 65 to 74,40960,202.65
2006,24262,All other expenditures,Age of reference person,Reference person under age 25,28181,202.65
2006,48502,All other expenditures,Quintiles of income before taxes,Fourth 20 percent income quintile,55697,202.65
2006,83906,All other expenditures,Quintiles of income before taxes,Highest 20 percent income quintile,94150,202.65
2006,17217,All other expenditures,Quintiles of income before taxes,Lowest 20 percent income quintile,20410,202.65
2006,25917,All other expenditures,Quintiles of income before taxes,Second 20 percent income quintile,30224,202.65
2006,35817,All other expenditures,Quintiles of income before taxes,Third 20 percent income quintile,41431,202.65
2007,32015,All other expenditures,Age of reference person,Reference person age 65 or over,36530,208.09925
2007,26676,All other expenditures,Age of reference person,Reference person age 75 or over,30414,208.09925
2007,41510,All other expenditures,Age of reference person,Reference person from age 25 to 34,47510,208.09925
2007,51541,All other expenditures,Age of reference person,Reference person from age 35 to 44,58934,208.09925
2007,51150,All other expenditures,Age of reference person,Reference person from age 45 to 54,58331,208.09925
2007,47545,All other expenditures,Age of reference person,Reference person from age 55 to 64,53786,208.09925
2007,37036,All other expenditures,Age of reference person,Reference person from age 65 to 74,42262,208.09925
2007,25316,All other expenditures,Age of reference person,Reference person under age 25,29457,208.09925
2007,50043,All other expenditures,Quintiles of income before taxes,Fourth 20 percent income quintile,57285,208.09925
2007,86308,All other expenditures,Quintiles of income before taxes,Highest 20 percent income quintile,96752,208.09925
2007,17436,All other expenditures,Quintiles of income before taxes,Lowest 20 percent income quintile,20471,208.09925
2007,26890,All other expenditures,Quintiles of income before taxes,Second 20 percent income quintile,31150,208.09925
2007,36765,All other expenditures,Quintiles of income before taxes,Third 20 percent income quintile,42447,208.09925
2008,32152,All other expenditures,Age of reference person,Reference person age 65 or over,36844,215.47075
2008,27757,All other expenditures,Age of reference person,Reference person age 75 or over,31692,215.47075
2008,41930,All other expenditures,Age of reference person,Reference person from age 25 to 34,48159,215.47075
2008,50959,All other expenditures,Age of reference person,Reference person from age 35 to 44,58808,215.47075
2008,53483,All other expenditures,Age of reference person,Reference person from age 45 to 54,61179,215.47075
2008,48427,All other expenditures,Age of reference person,Reference person from age 55 to 64,54783,215.47075
2008,36095,All other expenditures,Age of reference person,Reference person from age 65 to 74,41433,215.47075
2008,24878,All other expenditures,Age of reference person,Reference person under age 25,29325,215.47075
2008,51043,All other expenditures,Quintiles of income before taxes,Fourth 20 percent income quintile,58632,215.47075
2008,86022,All other expenditures,Quintiles of income before taxes,Highest 20 percent income quintile,97003,215.47075
2008,18832,All other expenditures,Quintiles of income before taxes,Lowest 20 percent income quintile,22304,215.47075
2008,27191,All other expenditures,Quintiles of income before taxes,Second 20 percent income quintile,31751,215.47075
2008,37056,All other expenditures,Quintiles of income before taxes,Third 20 percent income quintile,42659,215.47075
2009,32661,All other expenditures,Age of reference person,Reference person age 65 or over,37562,214.04025
2009,27487,All other expenditures,Age of reference person,Reference person age 75 or over,31676,214.04025
2009,40325,All other expenditures,Age of reference person,Reference person from age 25 to 34,46494,214.04025
2009,49541,All other expenditures,Age of reference person,Reference person from age 35 to 44,57301,214.04025
2009,51263,All other expenditures,Age of reference person,Reference person from age 45 to 54,58708,214.04025
2009,46159,All other expenditures,Age of reference person,Reference person from age 55 to 64,52463,214.04025
2009,37396,All other expenditures,Age of reference person,Reference person from age 65 to 74,42957,214.04025
2009,23939,All other expenditures,Age of reference person,Reference person under age 25,28119,214.04025
2009,49357,All other expenditures,Quintiles of income before taxes,Fourth 20 percent income quintile,56879,214.04025
2009,83464,All other expenditures,Quintiles of income before taxes,Highest 20 percent income quintile,94244,214.04025
2009,18110,All other expenditures,Quintiles of income before taxes,Lowest 20 percent income quintile,21611,214.04025
2009,26814,All other expenditures,Quintiles of income before taxes,Second 20 percent income quintile,31382,214.04025
2009,35668,All other expenditures,Quintiles of income before taxes,Third 20 percent income quintile,41150,214.04025
2010,32244,All other expenditures,Age of reference person,Reference person age 65 or over,36802,217.85266666666666
2010,27656,All other expenditures,Age of reference person,Reference person age 75 or over,31529,217.85266666666666
2010,40526,All other expenditures,Age of reference person,Reference person from age 25 to 34,46617,217.85266666666666
2010,48464,All other expenditures,Age of reference person,Reference person from age 35 to 44,55946,217.85266666666666
2010,50558,All other expenditures,Age of reference person,Reference person from age 45 to 54,57788,217.85266666666666
2010,44832,All other expenditures,Age of reference person,Reference person from age 55 to 64,50900,217.85266666666666
2010,36286,All other expenditures,Age of reference person,Reference person from age 65 to 74,41434,217.85266666666666
2010,23410,All other expenditures,Age of reference person,Reference person under age 25,27483,217.85266666666666
2010,48369,All other expenditures,Quintiles of income before taxes,Fourth 20 percent income quintile,55212,217.85266666666666
2010,82194,All other expenditures,Quintiles of income before taxes,Highest 20 percent income quintile,92870,217.85266666666666
2010,17644,All other expenditures,Quintiles of income before taxes,Lowest 20 percent income quintile,20953,217.85266666666666
2010,26071,All other expenditures,Quintiles of income before taxes,Second 20 percent income quintile,30285,217.85266666666666
2010,35615,All other expenditures,Quintiles of income before taxes,Third 20 percent income quintile,41212,217.85266666666666
2011,34015,All other expenditures,Age of reference person,Reference person age 65 or over,39173,224.48383333333334
2011,28279,All other expenditures,Age of reference person,Reference person age 75 or over,32688,224.48383333333334
2011,41886,All other expenditures,Age of reference person,Reference person from age 25 to 34,48097,224.48383333333334
2011,49506,All other expenditures,Age of reference person,Reference person from age 35 to 44,57271,224.48383333333334
2011,50626,All other expenditures,Age of reference person,Reference person from age 45 to 54,58050,224.48383333333334
2011,47097,All other expenditures,Age of reference person,Reference person from age 55 to 64,53616,224.48383333333334
2011,38842,All other expenditures,Age of reference person,Reference person from age 65 to 74,44646,224.48383333333334
2011,25557,All other expenditures,Age of reference person,Reference person under age 25,29912,224.48383333333334
2011,49993,All other expenditures,Quintiles of income before taxes,Fourth 20 percent income quintile,57460,224.48383333333334
2011,83560,All other expenditures,Quintiles of income before taxes,Highest 20 percent income quintile,94551,224.48383333333334
2011,18454,All other expenditures,Quintiles of income before taxes,Lowest 20 percent income quintile,22001,224.48383333333334
2011,27433,All other expenditures,Quintiles of income before taxes,Second 20 percent income quintile,32092,224.48383333333334
2011,36782,All other expenditures,Quintiles of income before taxes,Third 20 percent income quintile,42403,224.48383333333334
2012,35352,All other expenditures,Age of reference person,Reference person age 65 or over,40410,228.95566666666667
2012,29388,All other expenditures,Age of reference person,Reference person age 75 or over,33530,228.95566666666667
2012,43031,All other expenditures,Age of reference person,Reference person from age 25 to 34,49544,228.95566666666667
2012,50369,All other expenditures,Age of reference person,Reference person from age 35 to 44,58069,228.95566666666667
2012,54186,All other expenditures,Age of reference person,Reference person from age 45 to 54,62103,228.95566666666667
2012,48836,All other expenditures,Age of reference person,Reference person from age 55 to 64,55636,228.95566666666667
2012,40175,All other expenditures,Age of reference person,Reference person from age 65 to 74,45968,228.95566666666667
2012,26999,All other expenditures,Age of reference person,Reference person under age 25,31411,228.95566666666667
2012,52148,All other expenditures,Quintiles of income before taxes,Fourth 20 percent income quintile,59980,228.95566666666667
2012,88034,All other expenditures,Quintiles of income before taxes,Highest 20 percent income quintile,99368,228.95566666666667
2012,18652,All other expenditures,Quintiles of income before taxes,Lowest 20 percent income quintile,22154,228.95566666666667
2012,28108,All other expenditures,Quintiles of income before taxes,Second 20 percent income quintile,32632,228.95566666666667
2012,37207,All other expenditures,Quintiles of income before taxes,Third 20 percent income quintile,43004,228.95566666666667
2013,36212,All other expenditures,Age of reference person,Reference person age 65 or over,41403,232.338
2013,30238,All other expenditures,Age of reference person,Reference person age 75 or over,34382,232.338
2013,41889,All other expenditures,Age of reference person,Reference person from age 25 to 34,48087,232.338
2013,50863,All other expenditures,Age of reference person,Reference person from age 35 to 44,58784,232.338
2013,52617,All other expenditures,Age of reference person,Reference person from age 45 to 54,60524,232.338
2013,49181,All other expenditures,Age of reference person,Reference person from age 55 to 64,55892,232.338
2013,40737,All other expenditures,Age of reference person,Reference person from age 65 to 74,46757,232.338
2013,25675,All other expenditures,Age of reference person,Reference person under age 25,30373,232.338
2013,51187,All other expenditures,Quintiles of income before taxes,Fourth 20 percent income quintile,58842,232.338
2013,88054,All other expenditures,Quintiles of income before taxes,Highest 20 percent income quintile,99237,232.338
2013,18737,All other expenditures,Quintiles of income before taxes,Lowest 20 percent income quintile,22393,232.338
2013,27777,All other expenditures,Quintiles of income before taxes,Second 20 percent income quintile,32559,232.338
2013,36767,All other expenditures,Quintiles of income before taxes,Third 20 percent income quintile,42495,232.338
2014,38172,All other expenditures,Age of reference person,Reference person age 65 or over,43635,235.79441666666668
2014,32324,All other expenditures,Age of reference person,Reference person age 75 or over,36673,235.79441666666668
2014,42915,All other expenditures,Age of reference person,Reference person from age 25 to 34,49547,235.79441666666668
2014,54449,All other expenditures,Age of reference person,Reference person from age 35 to 44,62512,235.79441666666668
2014,57613,All other expenditures,Age of reference person,Reference person from age 45 to 54,65651,235.79441666666668
2014,49467,All other expenditures,Age of reference person,Reference person from age 55 to 64,56267,235.79441666666668
2014,42583,All other expenditures,Age of reference person,Reference person from age 65 to 74,48885,235.79441666666668
2014,27756,All other expenditures,Age of reference person,Reference person under age 25,32179,235.79441666666668
2014,52639,All other expenditures,Quintiles of income before taxes,Fourth 20 percent income quintile,60417,235.79441666666668
2014,92769,All other expenditures,Quintiles of income before taxes,Highest 20 percent income quintile,104363,235.79441666666668
2014,20045,All other expenditures,Quintiles of income before taxes,Lowest 20 percent income quintile,23713,235.79441666666668
2014,28792,All other expenditures,Quintiles of income before taxes,Second 20 percent income quintile,33546,235.79441666666668
2014,39403,All other expenditures,Quintiles of income before taxes,Third 20 percent income quintile,45395,235.79441666666668
2015,39158,All other expenditures,Age of reference person,Reference person age 65 or over,44664,235.41533333333334
2015,33562,All other expenditures,Age of reference person,Reference person age 75 or over,38123,235.41533333333334
2015,45426,All other expenditures,Age of reference person,Reference person from age 25 to 34,52062,235.41533333333334
2015,56490,All other expenditures,Age of reference person,Reference person from age 35 to 44,65334,235.41533333333334
2015,61347,All other expenditures,Age of reference person,Reference person from age 45 to 54,69753,235.41533333333334
2015,51789,All other expenditures,Age of reference person,Reference person from age 55 to 64,58781,235.41533333333334
2015,43263,All other expenditures,Age of reference person,Reference person from age 65 to 74,49477,235.41533333333334
2015,27907,All other expenditures,Age of reference person,Reference person under age 25,32797,235.41533333333334
2015,55506,All other expenditures,Quintiles of income before taxes,Fourth 20 percent income quintile,63671,235.41533333333334
2015,98158,All other expenditures,Quintiles of income before taxes,Highest 20 percent income quintile,110508,235.41533333333334
2015,20703,All other expenditures,Quintiles of income before taxes,Lowest 20 percent income quintile,24470,235.41533333333334
2015,30041,All other expenditures,Quintiles of income before taxes,Second 20 percent income quintile,35063,235.41533333333334
2015,40113,All other expenditures,Quintiles of income before taxes,Third 20 percent income quintile,45912,235.41533333333334
2016,39953,All other expenditures,Age of reference person,Reference person age 65 or over,45756,238.77041666666668
2016,33962,All other expenditures,Age of reference person,Reference person age 75 or over,38691,238.77041666666668
2016,45924,All other expenditures,Age of reference person,Reference person from age 25 to 34,52838,238.77041666666668
2016,57744,All other expenditures,Age of reference person,Reference person from age 35 to 44,66444,238.77041666666668
2016,62376,All other expenditures,Age of reference person,Reference person from age 45 to 54,71166,238.77041666666668
2016,54073,All other expenditures,Age of reference person,Reference person from age 55 to 64,61346,238.77041666666668
2016,44273,All other expenditures,Age of reference person,Reference person from age 65 to 74,50873,238.77041666666668
2016,29887,All other expenditures,Age of reference person,Reference person under age 25,34438,238.77041666666668
2016,56474,All other expenditures,Quintiles of income before taxes,Fourth 20 percent income quintile,64910,238.77041666666668
2016,99708,All other expenditures,Quintiles of income before taxes,Highest 20 percent income quintile,112221,238.77041666666668
2016,21276,All other expenditures,Quintiles of income before taxes,Lowest 20 percent income quintile,25138,238.77041666666668
2016,31792,All other expenditures,Quintiles of income before taxes,Second 20 percent income quintile,36770,238.77041666666668
2016,41440,All other expenditures,Quintiles of income before taxes,Third 20 percent income quintile,47664,238.77041666666668
2017,43216,All other expenditures,Age of reference person,Reference person age 65 or over,49542,244.34575
2017,36229,All other expenditures,Age of reference person,Reference person age 75 or over,41849,244.34575
2017,47935,All other expenditures,Age of reference person,Reference person from age 25 to 34,55325,244.34575
2017,59658,All other expenditures,Age of reference person,Reference person from age 35 to 44,69034,244.34575
2017,64635,All other expenditures,Age of reference person,Reference person from age 45 to 54,73905,244.34575
2017,57078,All other expenditures,Age of reference person,Reference person from age 55 to 64,64972,244.34575
2017,48179,All other expenditures,Age of reference person,Reference person from age 65 to 74,54997,244.34575
2017,28870,All other expenditures,Age of reference person,Reference person under age 25,33629,244.34575
2017,58848,All other expenditures,Quintiles of income before taxes,Fourth 20 percent income quintile,67604,244.34575
2017,103909,All other expenditures,Quintiles of income before taxes,Highest 20 percent income quintile,116988,244.34575
2017,21949,All other expenditures,Quintiles of income before taxes,Lowest 20 percent income quintile,26019,244.34575
2017,33629,All other expenditures,Quintiles of income before taxes,Second 20 percent income quintile,39300,244.34575
2017,43409,All other expenditures,Quintiles of income before taxes,Third 20 percent income quintile,50470,244.34575
2018,44253,All other expenditures,Age of reference person,Reference person age 65 or over,50860,250.701
2018,37589,All other expenditures,Age of reference person,Reference person age 75 or over,43181,250.701
2018,49114,All other expenditures,Age of reference person,Reference person from age 25 to 34,56457,250.701
2018,61378,All other expenditures,Age of reference person,Reference person from age 35 to 44,71198,250.701
2018,65855,All other expenditures,Age of reference person,Reference person from age 45 to 54,75387,250.701
2018,58189,All other expenditures,Age of reference person,Reference person from age 55 to 64,66212,250.701
2018,48957,All other expenditures,Age of reference person,Reference person from age 65 to 74,56268,250.701
2018,27291,All other expenditures,Age of reference person,Reference person under age 25,32039,250.701
2018,59778,All other expenditures,Quintiles of income before taxes,Fourth 20 percent income quintile,69131,250.701
2018,105432,All other expenditures,Quintiles of income before taxes,Highest 20 percent income quintile,118781,250.701
2018,22290,All other expenditures,Quintiles of income before taxes,Lowest 20 percent income quintile,26399,250.701
2018,34128,All other expenditures,Quintiles of income before taxes,Second 20 percent income quintile,39968,250.701
2018,44771,All other expenditures,Quintiles of income before taxes,Third 20 percent income quintile,51729,250.701
2019,43621,All other expenditures,Age of reference person,Reference person age 65 or over,50220,255.22325
2019,38026,All other expenditures,Age of reference person,Reference person age 75 or over,43623,255.22325
2019,49758,All other expenditures,Age of reference person,Reference person from age 25 to 34,57128,255.22325
2019,65130,All other expenditures,Age of reference person,Reference person from age 35 to 44,74890,255.22325
2019,67281,All other expenditures,Age of reference person,Reference person from age 45 to 54,77356,255.22325
2019,60914,All other expenditures,Age of reference person,Reference person from age 55 to 64,69494,255.22325
2019,47782,All other expenditures,Age of reference person,Reference person from age 65 to 74,55087,255.22325
2019,33458,All other expenditures,Age of reference person,Reference person under age 25,39293,255.22325
2019,62093,All other expenditures,Quintiles of income before taxes,Fourth 20 percent income quintile,71173,255.22325
2019,107584,All other expenditures,Quintiles of income before taxes,Highest 20 percent income quintile,121571,255.22325
2019,24272,All other expenditures,Quintiles of income before taxes,Lowest 20 percent income quintile,28672,255.22325
2019,34613,All other expenditures,Quintiles of income before taxes,Second 20 percent income quintile,40472,255.22325
2019,45539,All other expenditures,Quintiles of income before taxes,Third 20 percent income quintile,53045,255.22325
2020,41875,All other expenditures,Age of reference person,Reference person age 65 or over,47573,257.5300833333333
2020,35985,All other expenditures,Age of reference person,Reference person age 75 or over,40814,257.5300833333333
2020,50596,All other expenditures,Age of reference person,Reference person from age 25 to 34,57644,257.5300833333333
2020,64824,All other expenditures,Age of reference person,Reference person from age 35 to 44,74161,257.5300833333333
2020,66008,All other expenditures,Age of reference person,Reference person from age 45 to 54,74791,257.5300833333333
2020,57656,All other expenditures,Age of reference person,Reference person from age 55 to 64,64918,257.5300833333333
2020,46077,All other expenditures,Age of reference person,Reference person from age 65 to 74,52364,257.5300833333333
2020,33548,All other expenditures,Age of reference person,Reference person under age 25,38075,257.5300833333333
2020,63403,All other expenditures,Quintiles of income before taxes,Fourth 20 percent income quintile,71905,257.5300833333333
2020,102599,All other expenditures,Quintiles of income before taxes,Highest 20 percent income quintile,114839,257.5300833333333
2020,24633,All other expenditures,Quintiles of income before taxes,Lowest 20 percent income quintile,28732,257.5300833333333
2020,34499,All other expenditures,Quintiles of income before taxes,Second 20 percent income quintile,39899,257.5300833333333
2020,45254,All other expenditures,Quintiles of income before taxes,Third 20 percent income quintile,51554,257.5300833333333
2021,45650,All other expenditures,Age of reference person,Reference person age 65 or over,52141,269.88925
2021,40150,All other expenditures,Age of reference person,Reference person age 75 or over,45820,269.88925
2021,55964,All other expenditures,Age of reference person,Reference person from age 25 to 34,63905,269.88925
2021,69906,All other expenditures,Age of reference person,Reference person from age 35 to 44,79712,269.88925
2021,73235,All other expenditures,Age of reference person,Reference person from age 45 to 54,83854,269.88925
2021,62152,All other expenditures,Age of reference person,Reference person from age 55 to 64,70570,269.88925
2021,49382,All other expenditures,Age of reference person,Reference person from age 65 to 74,56435,269.88925
2021,36497,All other expenditures,Age of reference person,Reference person under age 25,42063,269.88925
2021,65877,All other expenditures,Quintiles of income before taxes,Fourth 20 percent income quintile,75284,269.88925
2021,114240,All other expenditures,Quintiles of income before taxes,Highest 20 percent income quintile,128213,269.88925
2021,25994,All other expenditures,Quintiles of income before taxes,Lowest 20 percent income quintile,30869,269.88925
2021,38110,All other expenditures,Quintiles of income before taxes,Second 20 percent income quintile,43918,269.88925
2021,48547,All other expenditures,Quintiles of income before taxes,Third 20 percent income quintile,55914,269.88925
2022,50527,All other expenditures,Age of reference person,Reference person age 65 or over,57833,290.63775
2022,47476,All other expenditures,Age of reference person,Reference person age 75 or over,53496,290.63775
2022,58970,All other expenditures,Age of reference person,Reference person from age 25 to 34,67884,290.63775
2022,75027,All other expenditures,Age of reference person,Reference person from age 35 to 44,86050,290.63775
2022,79248,All other expenditures,Age of reference person,Reference person from age 45 to 54,91075,290.63775
2022,68290,All other expenditures,Age of reference person,Reference person from age 55 to 64,78082,290.63775
2022,52661,All other expenditures,Age of reference person,Reference person from age 65 to 74,60860,290.63775
2022,40462,All other expenditures,Age of reference person,Reference person under age 25,46360,290.63775
2022,71157,All other expenditures,Quintiles of income before taxes,Fourth 20 percent income quintile,81961,290.63775
2022,124943,All other expenditures,Quintiles of income before taxes,Highest 20 percent income quintile,140657,290.63775
2022,27528,All other expenditures,Quintiles of income before taxes,Lowest 20 percent income quintile,32618,290.63775
2022,41126,All other expenditures,Quintiles of income before taxes,Second 20 percent income quintile,47665,290.63775
2022,53401,All other expenditures,Quintiles of income before taxes,Third 20 percent income quintile,61956,290.63775
2023,52373,All other expenditures,Age of reference person,Reference person age 65 or over,60087,301.88508333333334
2023,46523,All other expenditures,Age of reference person,Reference person age 75 or over,53031,301.88508333333334
2023,62163,All other expenditures,Age of reference person,Reference person from age 25 to 34,71867,301.88508333333334
2023,78933,All other expenditures,Age of reference person,Reference person from age 35 to 44,90939,301.88508333333334
2023,84378,All other expenditures,Age of reference person,Reference person from age 45 to 54,97319,301.88508333333334
2023,73311,All other expenditures,Age of reference person,Reference person from age 55 to 64,83379,301.88508333333334
2023,56583,All other expenditures,Age of reference person,Reference person from age 65 to 74,65149,301.88508333333334
2023,43607,All other expenditures,Age of reference person,Reference person under age 25,49560,301.88508333333334
2023,76372,All other expenditures,Quintiles of income before taxes,Fourth 20 percent income quintile,87922,301.88508333333334
2023,133098,All other expenditures,Quintiles of income before taxes,Highest 20 percent income quintile,150093,301.88508333333334
2023,28498,All other expenditures,Quintiles of income before taxes,Lowest 20 percent income quintile,33776,301.88508333333334
2023,41822,All other expenditures,Quintiles of income before taxes,Second 20 percent income quintile,48923,301.88508333333334
2023,56497,All other expenditures,Quintiles of income before taxes,Third 20 percent income quintile,65487,301.88508333333334
2024,53492,All other expenditures,Age of reference person,Reference person age 65 or over,61432,311.12083333333334
2024,48666,All other expenditures,Age of reference person,Reference person age 75 or over,55834,311.12083333333334
2024,64845,All other expenditures,Age of reference person,Reference person from age 25 to 34,74475,311.12083333333334
2024,78769,All other expenditures,Age of reference person,Reference person from age 35 to 44,91229,311.12083333333334
2024,87555,All other expenditures,Age of reference person,Reference person from age 45 to 54,100327,311.12083333333334
2024,74732,All other expenditures,Age of reference person,Reference person from age 55 to 64,84946,311.12083333333334
2024,56871,All other expenditures,Age of reference person,Reference person from age 65 to 74,65354,311.12083333333334
2024,40069,All other expenditures,Age of reference person,Reference person under age 25,47283,311.12083333333334
2024,78128,All other expenditures,Quintiles of income before taxes,Fourth 20 percent income quintile,89972,311.12083333333334
2024,133354,All other expenditures,Quintiles of income before taxes,Highest 20 percent income quintile,150342,311.12083333333334
2024,29548,All other expenditures,Quintiles of income before taxes,Lowest 20 percent income quintile,35046,311.12083333333334
2024,42654,All other expenditures,Quintiles of income before taxes,Second 20 percent income quintile,50054,311.12083333333334
2024,57803,All other expenditures,Quintiles of income before taxes,Third 20 percent income quintile,66900,311.12083333333334
